username,language
User:NewManila2000,"['en-2', 'simple-2']"
User:-- -- --,"['de-1', 'en-5', 'he-3', 'yi-5', 'sco-2']"
User:Rawen Ab,"['fr-2', 'ar-5', 'en-4']"
User:NikosLikomitros,"['el-5', 'en-4']"
User:Aiseeyah,['ms-2']
User:Munfarid1,"['es-4', 'de-5', 'ar-1', 'en-5', 'fr-4', 'sw-1']"
User:JeSuiCat,"['el-5', 'ja-3', 'en-5']"
User:RicHard-59,"['en-3', 'fi-5']"
User:CybJubal,['en-5']
User:PepTheVoyager,"['ca-5', 'it-1', 'gl-5', 'es-5', 'en-4']"
User:PLATEL,"['es-1', 'ru-5', 'en-3']"
User:Leejordan9,"['fa-1', 'la-3', 'it-1', 'en-5', 'fr-3', 'en-5', 'de-2', 'el-1']"
User:KakuyasuSIM,"['ja-5', 'en-0']"
User:Lithivm 1025,"['it-0', 'gl-5', 'la-1', 'es-5', 'pt-1', 'fr-2', 'en-4']"
User:Luigi Salvatore Vadacchino,"['eo-1', 'es-4', 'pl-1', 'it-5', 'nap-3', 'vec-2', 'de-1', 'ru-1', 'bg-1', 'en-2', 'fr-3', 'sw-0', 'ro-1', 'scn-5']"
User:Michail Angelos Georgoulas,"['el-5', 'de-2', 'fr-0', 'en-3']"
User:Perseverance96,"['es-1', 'de-4', 'tr-5', 'en-4']"
User:KL052,"['ksh-2', 'it-1', 'de-5', 'fr-2', 'en-3']"
User:MulberryTwine,"['es-3', 'de-1', 'en-5', 'zh-1']"
User:RBolton123,"['fr-1', 'en-5', 'tl-3']"
User:HapHaxion,"['es-1', 'en-5']"
User:Tanzania,"['de-0', 'en-4', 'fr-2', 'sv-5']"
User:TheGoodAndHolyLord,"['fr-3', 'en-5']"
User:Dcapillae,"['es-5', 'en-2']"
User:AridCeption,"['zh-3', 'en-5']"
User:Ladsgroup,"['ar-1', 'de-2', 'hu-1', 'en-4', 'az-1', 'fa-5']"
User:Majdal.cc,"['en-5', 'it-3', 'de-2', 'ar-5']"
User:Patlack,"['bg-5', 'en-3', 'ru-3']"
User:Discott,"['af-2', 'en-5']"
User:Ahmadkurdi44,"['tr-4', 'ar-1', 'en-2', 'ku-5']"
User:Serg!o,"['fr-1', 'es-5', 'it-1', 'en-3']"
User:Tomchen1989,"['fr-3', 'zh-5', 'en-3']"
User:Ashmedai 119,"['el-5', 'es-1', 'la-1', 'fr-2', 'it-2', 'en-3']"
User:Lychee-coffee,"['ko-0', 'ja-1', 'zh-5', 'fr-0', 'ar-0', 'zh-yue-1', 'en-3']"
User:Elvonudinium,"['ko-3', 'bo-1', 'ru-5', 'zh-1', 'de-3', 'la-1', 'ar-1', 'en-5', 'no-4']"
User:Goldsztajn,"['sv-1', 'th-1', 'bn-1', 'en-5', 'ru-1', 'fr-3', 'it-2', 'tpi-1']"
User:Tinss,"['fr-5', 'es-2', 'en-4']"
User:Flod logic,"['sv-2', 'da-2', 'de-1', 'en-5', 'no-3']"
User:Rlsmr3139,"['es-1', 'zh-2', 'th-1', 'en-5', 'ja-1', 'fr-3', 'ko-2']"
User:Wikibogert123,"['fr-1', 'es-5', 'en-4']"
User:Anna Comnena,"['sq-5', 'en-5', 'sr-4']"
User:Arno Jacobs,"['nl-5', 'de-1', 'en-2', 'zh-0', 'ja-0']"
User:Theodoreesquires,"['ja-4', 'sv-2', 'en-5']"
User:Grin,"['de-1', 'hu-5', 'en-3']"
User:BurakD53,"['zh-2', 'az-4', 'cv-2', 'de-2', 'tr-5', 'kk-3', 'en-3']"
User:Aloysius,"['de-3', 'cs-5', 'en-3']"
User:SirSamvi,"['tr-1', 'fa-1', 'ar-4', 'en-5']"
User:HaythamKenwai,"['tr-5', 'en-3']"
User:Redalert2fan,"['de-1', 'nl-5', 'en-5']"
User:Colathewikian,"['zh-3', 'ja-1', 'zh-5', 'ms-2', 'en-3']"
User:Maxim75,"['de-1', 'en-4', 'ru-5', 'uk-5', 'pl-2']"
User:Tomchiukc,"['ko-1', 'zh-yue', 'ja-1', 'zh-3', 'en-3']"
User:Almer113,"['id-5', 'jv-1', 'en-3']"
User:Ultravert,"['ro-5', 'es-1', 'en-3']"
User:Gianmariot2,"['pt-5', 'it-2', 'en-4']"
User:Chule87,"['bs-5', 'tr-3', 'sr-3', 'hr-3', 'en-3']"
User:Hwqaksd,['en-5']
User:Swing Twilight,"['id-5', 'jv-5', 'en-1']"
User:Desox97,"['es-5', 'en-4']"
User:Teohlouis,"['ms-1', 'en-1', 'zh-3', 'zh-5']"
User:Dunutubble,"['en-5', 'fr-2']"
User:Asilvering,"['en-5', 'fr-3', 'ja-2', 'en-5', 'de-3']"
User:PatrickChiao,"['en-5', 'es-3', 'pt-3', 'zh-4', 'fr-1', 'gl-2']"
User:JuicyWrld,"['es-4', 'hu-2', 'fr-5', 'en-4', 'de-3']"
User:Wleightond,"['pt-1', 'en-5', 'es-1', 'af-1']"
User:Kenneaal,"['en-5', 'no-5']"
User:Tarre10,"['nn-5', 'en-4']"
User:Isamit,"['zh-classical-0', 'en-2', 'zh-1', 'ja-5']"
User:緑岩優,"['de-5', 'ja-3', 'en-3']"
User:FishandChipper,"['ja-2', 'ga-2', 'de-4']"
User:Maanshen,['en-5']
User:EgorovaSvetlana,"['ru-5', 'en-3']"
User:Fandi89,"['id-1', 'ms-3', 'en-5', 'ms-5', 'en-3']"
User:Purplehighlighter24,['en-5']
User:Jeanloujustine,"['fr-5', 'en-3', 'it-1']"
User:Paleorthid,['ru-0']
User:Typos Checker,"['pt-2', 'en-3', 'es-5']"
User:Shahwah23,"['ar-3', 'en-2', 'so-5']"
User:Bigbossfarin,"['de-5', 'fr-1', 'en-3', 'la-2']"
User:Edarof,"['fr-1', 'en-3', 'es-1', 'it-5']"
User:CvZ,"['nl-5', 'de-1', 'it-1', 'la-1', 'en-3', 'fr-2']"
User:Harris000,"['cy-0', 'fr-1', 'en-5', 'de-1']"
User:Leomk0403,"['en-3', 'vi-5']"
User:Pravega,"['en-2', 'hi-2', 'gu-5']"
User:Urbourbo,"['en-5', 'da-2', 'sv-5', 'no-2', 'de-3']"
User:VaudevillianScientist,"['zh-5', 'fr-1', 'en-5', 'de-3']"
User:AlbertBickford,"['es-3', 'de-1', 'en-5', 'fr-2']"
User:KenTheGuru,"['de-5', 'en-2', 'es-1', 'fr-2']"
User:Bread Enthusiast,"['en-5', 'pt-4']"
User:Mikelolggmrox,"['zh-5', 'en-4', 'es-2']"
User:Fallen Legends,"['zh-5', 'en-5']"
User:Regpath,"['en-3', 'ko-5']"
User:Ninahi8,"['it-5', 'nl-1', 'no-1', 'ko-1', 'es-1', 'en-3', 'is-1', 'vec-2', 'fr-2', 'sv-2', 'da-1']"
User:Stan traynor,"['es-3', 'zh-2', 'en-5', 'ii-1']"
User:Liao Ti-Hui,"['zh-5', 'en-3', 'ja-1', 'hak-2']"
User:Jmjosh90,"['fr-1', 'es-4', 'en-5', 'pt-1', 'it-1', 'en-5']"
User:Aaron Liu,"['de-1', 'en-4', 'es-1', 'zh-5', 'ja-1']"
User:Carnby,"['fr-1', 'de-0', 'it-5', 'en-3', 'es-2']"
User:Tom Paine,"['fr-2', 'en-3', 'es-5']"
User:Pntkrts101,"['de-5', 'en-4', 'fr-2', 'nl-2']"
User:Pratap555,"['en-1', 'hi-1']"
User:Fuchsia the Sun,"['en-5', 'es-4', 'en-5', 'it-3']"
User:Kullias a,"['de-1', 'pl-1', 'be-5', 'en-4', 'ru-5', 'uk-1']"
User:TypistMonkey,"['en-5', 'es-2']"
User:Lining Huo,"['zh-5', 'en-3', 'ja-1']"
User:Aarón Mayo,"['es-5', 'en-3', 'fr-2']"
User:Eptalon,"['pt-2', 'la-3', 'it-2', 'fr-4', 'de-5', 'en-4', 'es-3']"
User:Relspas,"['he-3', 'en-5']"
User:Suginami,"['zh-5', 'en-2', 'ja-2']"
User:Electricmaster,"['en-5', 'es-1']"
User:Limonizia,"['en-5', 'it-5']"
User:Mignof,"['en-4', 'fr-2', 'fr-5']"
User:Ltony1024,"['zh-5', 'en-3']"
User:Huberrt,"['pl-5', 'en-4', 'es-1']"
User:Tajaditas,"['es-3', 'en-5', 'fr-2']"
User:Michalis Vazaios,"['de-1', 'it-1', 'el-5', 'en-4', 'es-2']"
User:Wasschappelaer,"['fr-1', 'de-1', 'zea-5', 'en-3', 'nl-4']"
User:Ashlar,"['en-5', 'en-5', 'fr-3']"
User:REDMAN 2019,"['en-5', 'es-1']"
User:Kiran891,"['hi-4', 'en-4', 'es-1', 'mr-5']"
User:Dreamaker,"['es-3', 'fr-1', 'en-3', 'it-5']"
User:SongbirdDM,"['de-5', 'en-4', 'it-1']"
User:Playlikeastar,"['kn-5', 'hi-4', 'en-4', 'ml-1', 'te-1', 'ta-1']"
User:Kushared,['ckb-5']
User:JeddBham64,"['la-2', 'en-5', 'ar-1', 'fr-4']"
User:Célestin Denis,"['fr-5', 'es-1', 'en-4']"
User:Lijil,"['fr-1', 'en-5', 'no-5']"
User:Stepan Sychev (Baldi),"['ru-5', 'en-3', 'uk-1']"
User:56independent,"['ca-1', 'es-2', 'ca-1', 'es-2']"
User:Goo3,"['en-5', 'cs-1', 'uk-5', 'sh-3', 'ru-5', 'es-2', 'sr-3']"
User:Kaliper1,"['id-4', 'en-4', 'de-3', 'ar-2', 'fr-2']"
User:Aleksdonev,"['bg-5', 'en-3']"
User:Hektor,"['fr-5', 'en-3', 'de-2']"
User:Deborahjay,"['fr-1', 'en-5', 'lad-1', 'en-5', 'es-2', 'he-4', 'yi-1']"
User:AlexMazaltov,"['en-2', 'ru-5', 'uk-5', 'he-1']"
User:TheDuck,"['en-5', 'ms-5']"
User:Artemesia,"['de-5', 'en-2']"
User:Adhiyana,"['en-5', 'ga-2', 'es-2']"
User:Nikita Derzhavin 29,"['eo-1', 'be-1', 'en-3', 'de-2', 'ru-5', 'fi-1']"
User:Sebbog13,"['en-4', 'no-5', 'de-1', 'it-1']"
User:Fancy Refrigerator,"['mt-0', 'eu-0', 'ja-0', 'an-1', 'en-3', 'es-2', 'ca-1']"
User:DeemDeem52,"['en-5', 'es-2']"
User:LuweQ,"['zh-2', 'en-5', 'bg-3']"
User:CML0815,"['de-5', 'fr-1', 'en-3']"
User:AccountableJune,"['ary-2', 'fr-3', 'de-5', 'en-5', 'ko-2', 'zh-1']"
User:Yoctera,"['fr-5', 'es-3', 'en-4']"
User:Diren Yardimli,"['en-5', 'tr-5', 'no-4', 'tr-5', 'sv-2', 'tr-5', 'da-2', 'tr-5']"
User:Markus Nielbock,"['fr-1', 'nl-1', 'de-5', 'en-4', 'es-2']"
User:ContributeToTheWiki,"['es-1', 'en-5', 'fr-2', 'de-2']"
User:E235JREMU,"['de-5', 'en-3', 'la-1']"
User:Broomheads,"['fr-3', 'en-5']"
User:MaterialWorks,['en-3']
User:BHARATHESHA ALASANDEMAJALU,"['tcy-5', 'en-2', 'kn-3']"
User:LukeTriton,"['de-5', 'en-3']"
User:Saulphilpott,"['en-5', 'fr-3', 'es-5']"
User:Weiterei,"['de-5', 'en-3']"
User:Temnothorax,"['fr-4', 'zh-1', 'es-1', 'en-3', 'de-3']"
User:Zereshk-sensei,"['ja-3', 'en-5', 'fa-2']"
User:Afil,"['en-5', 'it-2', 'bn-1', 'fr-5', 'ru-2', 'de-3', 'es-2', 'ro-5']"
User:Hintha,"['en-5', 'my-4']"
User:FB16180,"['en-5', 'fr-2', 'es-5']"
User:Ideophagous,"['en-5', 'fr-5', 'la-1', 'ary-5', 'ro-2', 'ja-2', 'de-3', 'es-2', 'nl-2', 'ar-5']"
User:Fueyo221,"['de-1', 'fr-1', 'es-5', 'en-3', 'ast-4', 'ca-1']"
User:Erinius,"['es-3', 'en-5']"
User:Antivoid,"['de-1', 'en-5', 'es-5', 'fr-1']"
User:Fahads1982,"['en-5', 'sd-1', 'pnb-4', 'hi-1', 'ps-1', 'ar-2', 'fa-2', 'ur-5']"
User:Garrettw87,"['en-5', 'es-1', 'eo-1']"
User:Wcb31,"['en-5', 'id-2', 'es-2']"
User:Florin Talasman,"['fr-2', 'en-3', 'ro-5', 'it-1']"
User:LambMilk,"['en-4', 'pt-5', 'es-1', 'cs-5']"
User:EmSim15,"['en-5', 'fr-3', 'ru-2']"
User:IchAiBims,"['de-5', 'en-3']"
User:AdJHu,"['en-5', 'ja-3', 'zh-1']"
User:NightJasian,"['en-2', 'vi-5', 'ja-1']"
User:Alyebard,"['fr-1', 'en-2', 'es-5', 'it-1', 'ca-5']"
User:Magiciandude,"['pt-0', 'en-5', 'es-2']"
User:WinningGlory52,"['sq-3', 'de-1', 'en-5', 'fr-2']"
User:Wx27,"['en-5', 'es-3', 'ru-2']"
User:Lifeofconan,"['nl-5', 'en-4']"
User:Raladic,"['de-5', 'en-5']"
User:SomeKindOfGnome,"['en-5', 'es-1']"
User:CantCatchThis,"['cy-1', 'en-5']"
User:Peter Horn,"['de-1', 'nl-5', 'fr-3', 'en-4', 'es-2', 'af-1']"
User:ChandlerMinh,"['en-4', 'hi-2', 'ta-1', 'sa-1', 'ml-5']"
